"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"training",1,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"1",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"1",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"1",1,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"1",1,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"1",1,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",1,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"0",0,"testing",0.803571428571429,4,"8XGBoost","4__8XGBoost"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"1",1,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"training",1,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"1",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"1",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",1,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"1",1,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"1",1,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"1",1,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"testing",0.803571428571429,4,"9LightGBM","4__9LightGBM"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.946428571428571,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"1",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"1",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"1",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",1,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"1",1,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"testing",0.767857142857143,5,"1Logistic Regression","5__1Logistic Regression"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"0",0,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
"1",1,"training",0.9375,5,"2ridge","5__2ridge"
