"protein","reporter","unique","value","batch"
"Q12965","3",6,196615,"RA0814_peptides.txt"
"Q12965","5",6,157147,"RA0814_peptides.txt"
"Q12974","0",2,71577,"RA0814_peptides.txt"
"Q12974","3",2,82069,"RA0814_peptides.txt"
"Q12974","5",2,99913,"RA0814_peptides.txt"
"Q12979","0",10,299664.5,"RA0814_peptides.txt"
"Q12979","3",10,196809.6,"RA0814_peptides.txt"
"Q12979","5",10,155843.7,"RA0814_peptides.txt"
"Q12981","0",3,96531,"RA0814_peptides.txt"
"Q12981","3",3,46725,"RA0814_peptides.txt"
"Q12981","5",3,52892,"RA0814_peptides.txt"
"Q12996","0",6,249176,"RA0814_peptides.txt"
"Q12996","3",6,153060,"RA0814_peptides.txt"
"Q12996","5",6,191552,"RA0814_peptides.txt"
"Q12999","0",1,7320.9,"RA0814_peptides.txt"
"Q12999","3",1,4551.5,"RA0814_peptides.txt"
"Q12999","5",1,25733,"RA0814_peptides.txt"
"Q13011","0",8,1008776,"RA0814_peptides.txt"
"Q13011","3",8,492899,"RA0814_peptides.txt"
"Q13011","5",8,586934,"RA0814_peptides.txt"
"Q13033","0",5,256002,"RA0814_peptides.txt"
"Q13033","3",5,141716,"RA0814_peptides.txt"
"Q13033","5",5,136945,"RA0814_peptides.txt"
"Q13042","0",2,24109,"RA0814_peptides.txt"
"Q13042","3",2,17795,"RA0814_peptides.txt"
"Q13042","5",2,26872,"RA0814_peptides.txt"
"Q13043","0",2,13020,"RA0814_peptides.txt"
"Q13043","3",2,14395,"RA0814_peptides.txt"
"Q13043","5",2,22377,"RA0814_peptides.txt"
"Q13045","0",17,1172914,"RA0814_peptides.txt"
"Q13045","3",17,702077,"RA0814_peptides.txt"
"Q13045","5",17,765507,"RA0814_peptides.txt"
"Q13049","0",1,0,"RA0814_peptides.txt"
"Q13049","3",1,0,"RA0814_peptides.txt"
"Q13049","5",1,0,"RA0814_peptides.txt"
"Q13057","0",3,87731,"RA0814_peptides.txt"
"Q13057","3",3,106258,"RA0814_peptides.txt"
"Q13057","5",3,93752,"RA0814_peptides.txt"
"Q13075","0",1,38004,"RA0814_peptides.txt"
"Q13075","3",1,27036,"RA0814_peptides.txt"
"Q13075","5",1,30527,"RA0814_peptides.txt"
"Q13085","0",3,98421,"RA0814_peptides.txt"
"Q13085","3",3,46309.6,"RA0814_peptides.txt"
"Q13085","5",3,47591,"RA0814_peptides.txt"
"Q13094","0",1,15086,"RA0814_peptides.txt"
"Q13094","3",1,10281,"RA0814_peptides.txt"
"Q13094","5",1,13730,"RA0814_peptides.txt"
"Q13098","0",8,240831.7,"RA0814_peptides.txt"
"Q13098","3",8,205705,"RA0814_peptides.txt"
"Q13098","5",8,213500,"RA0814_peptides.txt"
"Q13103","0",1,26077,"RA0814_peptides.txt"
"Q13103","3",1,46587,"RA0814_peptides.txt"
"Q13103","5",1,17036,"RA0814_peptides.txt"
"Q13107","0",2,89140,"RA0814_peptides.txt"
"Q13107","3",2,44087,"RA0814_peptides.txt"
"Q13107","5",2,46957,"RA0814_peptides.txt"
"Q13126","0",7,605291,"RA0814_peptides.txt"
"Q13126","3",7,385137,"RA0814_peptides.txt"
"Q13126","5",7,393914,"RA0814_peptides.txt"
"Q13131","0",7,374507.3,"RA0814_peptides.txt"
"Q13131","3",7,205187,"RA0814_peptides.txt"
"Q13131","5",7,189431.2,"RA0814_peptides.txt"
"Q13136","0",1,17242,"RA0814_peptides.txt"
"Q13136","3",1,32814,"RA0814_peptides.txt"
"Q13136","5",1,24900,"RA0814_peptides.txt"
"Q13148","0",8,1346378.4,"RA0814_peptides.txt"
"Q13148","3",8,654625,"RA0814_peptides.txt"
"Q13148","5",8,637910,"RA0814_peptides.txt"
"Q13151","0",4,642712,"RA0814_peptides.txt"
"Q13151","3",4,737811,"RA0814_peptides.txt"
"Q13151","5",4,654007,"RA0814_peptides.txt"
"Q13153","0",1,5745,"RA0814_peptides.txt"
"Q13153","3",1,16840,"RA0814_peptides.txt"
"Q13153","5",1,13118,"RA0814_peptides.txt"
"Q13155","0",3,153422.4,"RA0814_peptides.txt"
"Q13155","3",3,77238.8,"RA0814_peptides.txt"
"Q13155","5",3,102808.8,"RA0814_peptides.txt"
"Q13162","0",8,479915,"RA0814_peptides.txt"
"Q13162","3",8,164008.2,"RA0814_peptides.txt"
"Q13162","5",8,324871.5,"RA0814_peptides.txt"
"Q13163","0",1,0,"RA0814_peptides.txt"
"Q13163","3",1,0,"RA0814_peptides.txt"
"Q13163","5",1,0,"RA0814_peptides.txt"
"Q13177","0",7,230932,"RA0814_peptides.txt"
"Q13177","3",7,265037,"RA0814_peptides.txt"
"Q13177","5",7,236504,"RA0814_peptides.txt"
"Q13185","0",4,246466,"RA0814_peptides.txt"
"Q13185","3",4,150035.7,"RA0814_peptides.txt"
"Q13185","5",4,157431.6,"RA0814_peptides.txt"
"Q13188","0",2,30815,"RA0814_peptides.txt"
"Q13188","3",2,16013,"RA0814_peptides.txt"
"Q13188","5",2,14432,"RA0814_peptides.txt"
"Q13190","0",6,456085,"RA0814_peptides.txt"
"Q13190","3",6,297014,"RA0814_peptides.txt"
"Q13190","5",6,349177,"RA0814_peptides.txt"
"Q13200","0",19,990956,"RA0814_peptides.txt"
"Q13200","3",19,760888,"RA0814_peptides.txt"
"Q13200","5",19,817591,"RA0814_peptides.txt"
"Q13207","0",1,471030,"RA0814_peptides.txt"
"Q13207","3",1,154210,"RA0814_peptides.txt"
"Q13207","5",1,64148,"RA0814_peptides.txt"
"Q13217","0",9,910691,"RA0814_peptides.txt"
"Q13217","3",9,381416,"RA0814_peptides.txt"
"Q13217","5",9,595023,"RA0814_peptides.txt"
"Q13227","0",1,17703,"RA0814_peptides.txt"
"Q13227","3",1,22057,"RA0814_peptides.txt"
"Q13227","5",1,14416,"RA0814_peptides.txt"
"Q13228","0",13,1136553.4,"RA0814_peptides.txt"
"Q13228","3",13,795738.3,"RA0814_peptides.txt"
"Q13228","5",13,690106,"RA0814_peptides.txt"
"Q13232","0",4,175879,"RA0814_peptides.txt"
"Q13232","3",4,116242,"RA0814_peptides.txt"
"Q13232","5",4,123226,"RA0814_peptides.txt"
"Q13242","0",1,0,"RA0814_peptides.txt"
"Q13242","3",1,0,"RA0814_peptides.txt"
"Q13242","5",1,0,"RA0814_peptides.txt"
"Q13247","0",4,30543,"RA0814_peptides.txt"
"Q13247","3",4,12333,"RA0814_peptides.txt"
"Q13247","5",4,18332,"RA0814_peptides.txt"
"Q13263","0",12,805470,"RA0814_peptides.txt"
"Q13263","3",12,589067.9,"RA0814_peptides.txt"
"Q13263","5",12,523660,"RA0814_peptides.txt"
"Q13277","0",1,37945,"RA0814_peptides.txt"
"Q13277","3",1,25436,"RA0814_peptides.txt"
"Q13277","5",1,20362,"RA0814_peptides.txt"
"Q13283","0",1,78783,"RA0814_peptides.txt"
"Q13283","3",1,280410,"RA0814_peptides.txt"
"Q13283","5",1,119350,"RA0814_peptides.txt"
"Q13287","0",8,218662,"RA0814_peptides.txt"
"Q13287","3",8,115742,"RA0814_peptides.txt"
"Q13287","5",8,146698,"RA0814_peptides.txt"
"Q13303","0",3,96718,"RA0814_peptides.txt"
"Q13303","3",3,40307.4,"RA0814_peptides.txt"
"Q13303","5",3,48132,"RA0814_peptides.txt"
"Q13308","0",7,188770,"RA0814_peptides.txt"
"Q13308","3",7,204475.9,"RA0814_peptides.txt"
"Q13308","5",7,187940.8,"RA0814_peptides.txt"
"Q13310","0",8,145741,"RA0814_peptides.txt"
"Q13310","3",8,75947.5,"RA0814_peptides.txt"
"Q13310","5",8,110076,"RA0814_peptides.txt"
"Q13315","0",15,173356.7,"RA0814_peptides.txt"
"Q13315","3",15,103046.1,"RA0814_peptides.txt"
"Q13315","5",15,150269.4,"RA0814_peptides.txt"
"Q13325","0",4,197709,"RA0814_peptides.txt"
"Q13325","3",4,124140,"RA0814_peptides.txt"
"Q13325","5",4,123026,"RA0814_peptides.txt"
"Q13332","0",5,186222,"RA0814_peptides.txt"
"Q13332","3",5,125951,"RA0814_peptides.txt"
"Q13332","5",5,131272,"RA0814_peptides.txt"
"Q13347","0",8,267998,"RA0814_peptides.txt"
"Q13347","3",8,242184,"RA0814_peptides.txt"
"Q13347","5",8,292924,"RA0814_peptides.txt"
"Q13361","0",3,309650,"RA0814_peptides.txt"
"Q13361","3",3,244033,"RA0814_peptides.txt"
"Q13361","5",3,321535,"RA0814_peptides.txt"
"Q13363","0",4,176928,"RA0814_peptides.txt"
"Q13363","3",4,111374.2,"RA0814_peptides.txt"
"Q13363","5",4,129867,"RA0814_peptides.txt"
"Q13371","0",2,72923,"RA0814_peptides.txt"
"Q13371","3",2,54941,"RA0814_peptides.txt"
"Q13371","5",2,46719,"RA0814_peptides.txt"
"Q13393","0",1,29972,"RA0814_peptides.txt"
"Q13393","3",1,22621,"RA0814_peptides.txt"
"Q13393","5",1,20132,"RA0814_peptides.txt"
"Q13404","0",4,494314,"RA0814_peptides.txt"
"Q13404","3",4,285639,"RA0814_peptides.txt"
"Q13404","5",4,350365,"RA0814_peptides.txt"
"Q13405","0",1,21974,"RA0814_peptides.txt"
"Q13405","3",1,17246,"RA0814_peptides.txt"
"Q13405","5",1,16343,"RA0814_peptides.txt"
"Q13409","0",6,446580,"RA0814_peptides.txt"
"Q13409","3",6,275885,"RA0814_peptides.txt"
"Q13409","5",6,197401,"RA0814_peptides.txt"
"Q13418","0",14,1560367,"RA0814_peptides.txt"
"Q13418","3",14,1817776,"RA0814_peptides.txt"
"Q13418","5",14,1761243,"RA0814_peptides.txt"
"Q13423","0",22,1729659.4,"RA0814_peptides.txt"
"Q13423","3",22,1024201.4,"RA0814_peptides.txt"
"Q13423","5",22,1161731.3,"RA0814_peptides.txt"
"Q13425","0",6,52797,"RA0814_peptides.txt"
"Q13425","3",6,45371,"RA0814_peptides.txt"
"Q13425","5",6,45297,"RA0814_peptides.txt"
"Q13426","0",3,37115,"RA0814_peptides.txt"
"Q13426","3",3,18368,"RA0814_peptides.txt"
"Q13426","5",3,20647,"RA0814_peptides.txt"
"Q13428","0",8,521130,"RA0814_peptides.txt"
"Q13428","3",8,132357.5,"RA0814_peptides.txt"
"Q13428","5",8,92186.1,"RA0814_peptides.txt"
"Q13435","0",11,279344,"RA0814_peptides.txt"
"Q13435","3",11,325749,"RA0814_peptides.txt"
"Q13435","5",11,227240,"RA0814_peptides.txt"
"Q13438","0",4,127914,"RA0814_peptides.txt"
"Q13438","3",4,61802,"RA0814_peptides.txt"
"Q13438","5",4,42485,"RA0814_peptides.txt"
"Q13439","0",6,688635,"RA0814_peptides.txt"
"Q13439","3",6,501894,"RA0814_peptides.txt"
"Q13439","5",6,484089,"RA0814_peptides.txt"
"Q13442","0",2,392540,"RA0814_peptides.txt"
"Q13442","3",2,61514,"RA0814_peptides.txt"
"Q13442","5",2,25403,"RA0814_peptides.txt"
"Q13443","0",5,159169,"RA0814_peptides.txt"
"Q13443","3",5,171375,"RA0814_peptides.txt"
"Q13443","5",5,160098,"RA0814_peptides.txt"
"Q13444","0",2,124945,"RA0814_peptides.txt"
"Q13444","3",2,48208,"RA0814_peptides.txt"
"Q13444","5",2,52342,"RA0814_peptides.txt"
"Q13445","0",2,69378,"RA0814_peptides.txt"
"Q13445","3",2,138970,"RA0814_peptides.txt"
"Q13445","5",2,132630,"RA0814_peptides.txt"
"Q13451","0",11,491724.8,"RA0814_peptides.txt"
"Q13451","3",11,357030,"RA0814_peptides.txt"
"Q13451","5",11,383055,"RA0814_peptides.txt"
"Q13459","0",8,178333,"RA0814_peptides.txt"
"Q13459","3",8,165124,"RA0814_peptides.txt"
"Q13459","5",8,160274,"RA0814_peptides.txt"
"Q13464","0",19,770426.8,"RA0814_peptides.txt"
"Q13464","3",19,855257.4,"RA0814_peptides.txt"
"Q13464","5",19,792592,"RA0814_peptides.txt"
"Q13469","0",4,133755,"RA0814_peptides.txt"
"Q13469","3",4,58097.9,"RA0814_peptides.txt"
"Q13469","5",4,71601,"RA0814_peptides.txt"
"Q13485","0",3,93277,"RA0814_peptides.txt"
"Q13485","3",3,37740,"RA0814_peptides.txt"
"Q13485","5",3,49239,"RA0814_peptides.txt"
"Q13488","0",9,233849.4,"RA0814_peptides.txt"
"Q13488","3",9,131394.5,"RA0814_peptides.txt"
"Q13488","5",9,103661,"RA0814_peptides.txt"
"Q13490","0",2,0,"RA0814_peptides.txt"
"Q13490","3",2,0,"RA0814_peptides.txt"
"Q13490","5",2,0,"RA0814_peptides.txt"
"Q13492","0",6,756255,"RA0814_peptides.txt"
"Q13492","3",6,750505,"RA0814_peptides.txt"
"Q13492","5",6,522618,"RA0814_peptides.txt"
"Q13496","0",2,0,"RA0814_peptides.txt"
"Q13496","3",2,0,"RA0814_peptides.txt"
"Q13496","5",2,0,"RA0814_peptides.txt"
"Q13501","0",1,12754,"RA0814_peptides.txt"
"Q13501","3",1,23162,"RA0814_peptides.txt"
"Q13501","5",1,19936,"RA0814_peptides.txt"
"Q13505","0",4,175170.8,"RA0814_peptides.txt"
"Q13505","3",4,232614,"RA0814_peptides.txt"
"Q13505","5",4,216538,"RA0814_peptides.txt"
"Q13510","0",9,1234641,"RA0814_peptides.txt"
"Q13510","3",9,737566.8,"RA0814_peptides.txt"
"Q13510","5",9,557435.8,"RA0814_peptides.txt"
"Q13523","0",2,15527,"RA0814_peptides.txt"
"Q13523","3",2,13382,"RA0814_peptides.txt"
"Q13523","5",2,15512,"RA0814_peptides.txt"
"Q13530","0",1,132730,"RA0814_peptides.txt"
"Q13530","3",1,48713,"RA0814_peptides.txt"
"Q13530","5",1,38644,"RA0814_peptides.txt"
"Q13546","0",3,0,"RA0814_peptides.txt"
"Q13546","3",3,0,"RA0814_peptides.txt"
"Q13546","5",3,0,"RA0814_peptides.txt"
"Q13547","0",2,170403,"RA0814_peptides.txt"
"Q13547","3",2,94895,"RA0814_peptides.txt"
"Q13547","5",2,131600,"RA0814_peptides.txt"
"Q13555","0",3,0,"RA0814_peptides.txt"
"Q13555","3",3,0,"RA0814_peptides.txt"
"Q13555","5",3,0,"RA0814_peptides.txt"
"Q13557","0",6,587664,"RA0814_peptides.txt"
"Q13557","3",6,327470,"RA0814_peptides.txt"
"Q13557","5",6,334974,"RA0814_peptides.txt"
"Q13561","0",11,900311.7,"RA0814_peptides.txt"
"Q13561","3",11,685551,"RA0814_peptides.txt"
"Q13561","5",11,542427.6,"RA0814_peptides.txt"
"Q13564","0",3,164381,"RA0814_peptides.txt"
"Q13564","3",3,199607,"RA0814_peptides.txt"
"Q13564","5",3,181827,"RA0814_peptides.txt"
"Q13568","0",2,14182,"RA0814_peptides.txt"
"Q13568","3",2,15910,"RA0814_peptides.txt"
"Q13568","5",2,13106,"RA0814_peptides.txt"
"Q13573","0",1,45397,"RA0814_peptides.txt"
"Q13573","3",1,29256,"RA0814_peptides.txt"
"Q13573","5",1,17725,"RA0814_peptides.txt"
"Q13576","0",33,1581801.3,"RA0814_peptides.txt"
"Q13576","3",33,1082465.5,"RA0814_peptides.txt"
"Q13576","5",33,1573165,"RA0814_peptides.txt"
"Q13586","0",4,44056,"RA0814_peptides.txt"
"Q13586","3",4,109072,"RA0814_peptides.txt"
"Q13586","5",4,74355,"RA0814_peptides.txt"
"Q13595","0",1,55237,"RA0814_peptides.txt"
"Q13595","3",1,59661,"RA0814_peptides.txt"
"Q13595","5",1,79976,"RA0814_peptides.txt"
"Q13596","0",8,289904,"RA0814_peptides.txt"
"Q13596","3",8,438005,"RA0814_peptides.txt"
"Q13596","5",8,406769,"RA0814_peptides.txt"
"Q13610","0",2,0,"RA0814_peptides.txt"
"Q13610","3",2,0,"RA0814_peptides.txt"
"Q13610","5",2,0,"RA0814_peptides.txt"
"Q13616","0",8,265259,"RA0814_peptides.txt"
"Q13616","3",8,138993,"RA0814_peptides.txt"
"Q13616","5",8,171444.8,"RA0814_peptides.txt"
"Q13617","0",5,287170,"RA0814_peptides.txt"
"Q13617","3",5,286297,"RA0814_peptides.txt"
"Q13617","5",5,347454,"RA0814_peptides.txt"
"Q13618","0",11,697038,"RA0814_peptides.txt"
"Q13618","3",11,319389,"RA0814_peptides.txt"
"Q13618","5",11,372791,"RA0814_peptides.txt"
"Q13619","0",4,51451,"RA0814_peptides.txt"
"Q13619","3",4,38931,"RA0814_peptides.txt"
"Q13619","5",4,40896,"RA0814_peptides.txt"
"Q13620","0",8,296406,"RA0814_peptides.txt"
"Q13620","3",8,180311.3,"RA0814_peptides.txt"
"Q13620","5",8,210860,"RA0814_peptides.txt"
"Q13627","0",1,17939,"RA0814_peptides.txt"
"Q13627","3",1,11288,"RA0814_peptides.txt"
"Q13627","5",1,16430,"RA0814_peptides.txt"
"Q13630","0",4,169725,"RA0814_peptides.txt"
"Q13630","3",4,192172,"RA0814_peptides.txt"
"Q13630","5",4,240246,"RA0814_peptides.txt"
"Q13636","0",1,53801,"RA0814_peptides.txt"
"Q13636","3",1,21697,"RA0814_peptides.txt"
"Q13636","5",1,21712,"RA0814_peptides.txt"
"Q13637","0",4,152165,"RA0814_peptides.txt"
"Q13637","3",4,98346,"RA0814_peptides.txt"
"Q13637","5",4,87721,"RA0814_peptides.txt"
"Q13642","0",11,9038232,"RA0814_peptides.txt"
"Q13642","3",11,698576.6,"RA0814_peptides.txt"
"Q13642","5",11,780064.6,"RA0814_peptides.txt"
"Q13643","0",3,217098,"RA0814_peptides.txt"
"Q13643","3",3,61633,"RA0814_peptides.txt"
"Q13643","5",3,61390,"RA0814_peptides.txt"
"Q13683","0",7,521630,"RA0814_peptides.txt"
"Q13683","3",7,184226,"RA0814_peptides.txt"
"Q13683","5",7,219827,"RA0814_peptides.txt"
"Q13685","0",4,57048,"RA0814_peptides.txt"
"Q13685","3",4,31435,"RA0814_peptides.txt"
"Q13685","5",4,31483,"RA0814_peptides.txt"
"Q13724","0",14,321965.7,"RA0814_peptides.txt"
"Q13724","3",14,274383.5,"RA0814_peptides.txt"
"Q13724","5",14,342230.2,"RA0814_peptides.txt"
"Q13740","0",1,90052,"RA0814_peptides.txt"
"Q13740","3",1,59121,"RA0814_peptides.txt"
"Q13740","5",1,50471,"RA0814_peptides.txt"
"Q13769","0",1,57295,"RA0814_peptides.txt"
"Q13769","3",1,34387,"RA0814_peptides.txt"
"Q13769","5",1,39069,"RA0814_peptides.txt"
"Q13795","0",1,62333,"RA0814_peptides.txt"
"Q13795","3",1,39121,"RA0814_peptides.txt"
"Q13795","5",1,42231,"RA0814_peptides.txt"
"Q13813","0",84,10677793,"RA0814_peptides.txt"
"Q13813","3",84,7239823,"RA0814_peptides.txt"
"Q13813","5",84,6522823,"RA0814_peptides.txt"
"Q13825","0",2,0,"RA0814_peptides.txt"
"Q13825","3",2,0,"RA0814_peptides.txt"
"Q13825","5",2,0,"RA0814_peptides.txt"
"Q13838","0",2,84683,"RA0814_peptides.txt"
"Q13838","3",2,162450,"RA0814_peptides.txt"
"Q13838","5",2,172360,"RA0814_peptides.txt"
"Q13867","0",4,163750,"RA0814_peptides.txt"
"Q13867","3",4,51126,"RA0814_peptides.txt"
"Q13867","5",4,49006,"RA0814_peptides.txt"
"Q13884","0",3,219000,"RA0814_peptides.txt"
"Q13884","3",3,204091,"RA0814_peptides.txt"
"Q13884","5",3,125334,"RA0814_peptides.txt"
"Q13885","0",1,0,"RA0814_peptides.txt"
"Q13885","3",1,0,"RA0814_peptides.txt"
"Q13885","5",1,0,"RA0814_peptides.txt"
"Q13907","0",2,33188,"RA0814_peptides.txt"
"Q13907","3",2,8099.3,"RA0814_peptides.txt"
"Q13907","5",2,11392,"RA0814_peptides.txt"
"Q13938","0",7,485830,"RA0814_peptides.txt"
"Q13938","3",7,318952,"RA0814_peptides.txt"
"Q13938","5",7,286305,"RA0814_peptides.txt"
"Q13948","0",2,0,"RA0814_peptides.txt"
"Q13948","3",2,0,"RA0814_peptides.txt"
"Q13948","5",2,0,"RA0814_peptides.txt"
"Q13951","0",4,451124,"RA0814_peptides.txt"
"Q13951","3",4,486797,"RA0814_peptides.txt"
"Q13951","5",4,593746,"RA0814_peptides.txt"
"Q13976","0",6,220484,"RA0814_peptides.txt"
"Q13976","3",6,85429.8,"RA0814_peptides.txt"
"Q13976","5",6,81205.9,"RA0814_peptides.txt"
"Q14005","0",2,56575,"RA0814_peptides.txt"
"Q14005","3",2,28152,"RA0814_peptides.txt"
"Q14005","5",2,68520,"RA0814_peptides.txt"
"Q14008","0",15,961760,"RA0814_peptides.txt"
"Q14008","3",15,401009,"RA0814_peptides.txt"
"Q14008","5",15,460360,"RA0814_peptides.txt"
"Q14019","0",11,2439461,"RA0814_peptides.txt"
"Q14019","3",11,2332349,"RA0814_peptides.txt"
"Q14019","5",11,1965554,"RA0814_peptides.txt"
"Q14061","0",2,106280,"RA0814_peptides.txt"
"Q14061","3",2,59534,"RA0814_peptides.txt"
"Q14061","5",2,64676,"RA0814_peptides.txt"
"Q14103","0",7,2490942,"RA0814_peptides.txt"
"Q14103","3",7,1358039.6,"RA0814_peptides.txt"
"Q14103","5",7,1020740.6,"RA0814_peptides.txt"
"Q14108","0",11,531615,"RA0814_peptides.txt"
"Q14108","3",11,449792,"RA0814_peptides.txt"
"Q14108","5",11,447997,"RA0814_peptides.txt"
"Q14112","0",15,266272.4,"RA0814_peptides.txt"
"Q14112","3",15,315519,"RA0814_peptides.txt"
"Q14112","5",15,312452.5,"RA0814_peptides.txt"
"Q14116","0",2,14034,"RA0814_peptides.txt"
"Q14116","3",2,43083,"RA0814_peptides.txt"
"Q14116","5",2,29286,"RA0814_peptides.txt"
"Q14118","0",2,96808,"RA0814_peptides.txt"
"Q14118","3",2,58074,"RA0814_peptides.txt"
"Q14118","5",2,43170,"RA0814_peptides.txt"
"Q14139","0",2,51216,"RA0814_peptides.txt"
"Q14139","3",2,53921,"RA0814_peptides.txt"
"Q14139","5",2,51654,"RA0814_peptides.txt"
"Q14141","0",2,112562.9,"RA0814_peptides.txt"
"Q14141","3",2,64768.8,"RA0814_peptides.txt"
"Q14141","5",2,122342,"RA0814_peptides.txt"
"Q14146","0",1,23349,"RA0814_peptides.txt"
"Q14146","3",1,9243.6,"RA0814_peptides.txt"
"Q14146","5",1,14562,"RA0814_peptides.txt"
"Q14149","0",1,0,"RA0814_peptides.txt"
"Q14149","3",1,0,"RA0814_peptides.txt"
"Q14149","5",1,0,"RA0814_peptides.txt"
"Q14151","0",2,13934,"RA0814_peptides.txt"
"Q14151","3",2,16952,"RA0814_peptides.txt"
"Q14151","5",2,15012,"RA0814_peptides.txt"
"Q14152","0",19,1367322,"RA0814_peptides.txt"
"Q14152","3",19,1100680.5,"RA0814_peptides.txt"
"Q14152","5",19,1116589,"RA0814_peptides.txt"
"Q14155","0",2,157246,"RA0814_peptides.txt"
"Q14155","3",2,95296,"RA0814_peptides.txt"
"Q14155","5",2,119925,"RA0814_peptides.txt"
"Q14156","0",3,163452,"RA0814_peptides.txt"
"Q14156","3",3,79852,"RA0814_peptides.txt"
"Q14156","5",3,95386,"RA0814_peptides.txt"
"Q14157","0",2,26860.3,"RA0814_peptides.txt"
"Q14157","3",2,125930,"RA0814_peptides.txt"
"Q14157","5",2,46514.6,"RA0814_peptides.txt"
"Q14160","0",2,90890,"RA0814_peptides.txt"
"Q14160","3",2,95118,"RA0814_peptides.txt"
"Q14160","5",2,90071,"RA0814_peptides.txt"
"Q14161","0",5,80451,"RA0814_peptides.txt"
"Q14161","3",5,55014,"RA0814_peptides.txt"
"Q14161","5",5,57733,"RA0814_peptides.txt"
"Q14165","0",7,593534,"RA0814_peptides.txt"
"Q14165","3",7,347903,"RA0814_peptides.txt"
"Q14165","5",7,390622,"RA0814_peptides.txt"
"Q14166","0",5,85246,"RA0814_peptides.txt"
"Q14166","3",5,112904,"RA0814_peptides.txt"
"Q14166","5",5,142321,"RA0814_peptides.txt"
"Q14185","0",12,572193,"RA0814_peptides.txt"
"Q14185","3",12,310571.3,"RA0814_peptides.txt"
"Q14185","5",12,271067.7,"RA0814_peptides.txt"
"Q14192","0",7,652256,"RA0814_peptides.txt"
"Q14192","3",7,330976,"RA0814_peptides.txt"
"Q14192","5",7,351607,"RA0814_peptides.txt"
"Q14195","0",12,991865.8,"RA0814_peptides.txt"
"Q14195","3",12,871625,"RA0814_peptides.txt"
"Q14195","5",12,531795,"RA0814_peptides.txt"
"Q14197","0",2,41441,"RA0814_peptides.txt"
"Q14197","3",2,31110,"RA0814_peptides.txt"
"Q14197","5",2,46967,"RA0814_peptides.txt"
"Q14203","0",17,776876,"RA0814_peptides.txt"
"Q14203","3",17,1425862,"RA0814_peptides.txt"
"Q14203","5",17,1133616,"RA0814_peptides.txt"
"Q14204","0",106,7537881.5,"RA0814_peptides.txt"
"Q14204","3",106,5626061.3,"RA0814_peptides.txt"
"Q14204","5",106,5795401.4,"RA0814_peptides.txt"
"Q14232","0",5,291455,"RA0814_peptides.txt"
"Q14232","3",5,144321,"RA0814_peptides.txt"
"Q14232","5",5,178766,"RA0814_peptides.txt"
"Q14240","0",3,153379,"RA0814_peptides.txt"
"Q14240","3",3,49437.5,"RA0814_peptides.txt"
"Q14240","5",3,77625,"RA0814_peptides.txt"
"Q14242","0",1,50399,"RA0814_peptides.txt"
"Q14242","3",1,51429,"RA0814_peptides.txt"
"Q14242","5",1,40825,"RA0814_peptides.txt"
"Q14244","0",1,0,"RA0814_peptides.txt"
"Q14244","3",1,0,"RA0814_peptides.txt"
"Q14244","5",1,0,"RA0814_peptides.txt"
"Q14247","0",7,177997,"RA0814_peptides.txt"
"Q14247","3",7,523218,"RA0814_peptides.txt"
"Q14247","5",7,84503.2,"RA0814_peptides.txt"
"Q14254","0",10,387616.1,"RA0814_peptides.txt"
"Q14254","3",10,354690.9,"RA0814_peptides.txt"
"Q14254","5",10,418282,"RA0814_peptides.txt"
"Q14258","0",10,118611,"RA0814_peptides.txt"
"Q14258","3",10,117638.8,"RA0814_peptides.txt"
"Q14258","5",10,91952,"RA0814_peptides.txt"
"Q14289","0",4,66124,"RA0814_peptides.txt"
"Q14289","3",4,49678,"RA0814_peptides.txt"
"Q14289","5",4,74253,"RA0814_peptides.txt"
"Q14314","0",9,900875,"RA0814_peptides.txt"
"Q14314","3",9,419118,"RA0814_peptides.txt"
"Q14314","5",9,329648,"RA0814_peptides.txt"
"Q14315","0",58,9562712.7,"RA0814_peptides.txt"
"Q14315","3",58,923778.3,"RA0814_peptides.txt"
"Q14315","5",58,968581.71,"RA0814_peptides.txt"
"Q14318","0",3,321365,"RA0814_peptides.txt"
"Q14318","3",3,212499,"RA0814_peptides.txt"
"Q14318","5",3,196374,"RA0814_peptides.txt"
"Q14331","0",1,0,"RA0814_peptides.txt"
"Q14331","3",1,0,"RA0814_peptides.txt"
"Q14331","5",1,0,"RA0814_peptides.txt"
"Q14344","0",6,169560,"RA0814_peptides.txt"
"Q14344","3",6,165353,"RA0814_peptides.txt"
"Q14344","5",6,247227,"RA0814_peptides.txt"
"Q14444","0",7,110812,"RA0814_peptides.txt"
"Q14444","3",7,259279,"RA0814_peptides.txt"
"Q14444","5",7,273565,"RA0814_peptides.txt"
"Q14457","0",1,31452,"RA0814_peptides.txt"
"Q14457","3",1,19856,"RA0814_peptides.txt"
"Q14457","5",1,24742,"RA0814_peptides.txt"
"Q14498","0",6,204656,"RA0814_peptides.txt"
"Q14498","3",6,119887,"RA0814_peptides.txt"
"Q14498","5",6,163060.9,"RA0814_peptides.txt"
"Q14520","0",3,74471,"RA0814_peptides.txt"
"Q14520","3",3,23066,"RA0814_peptides.txt"
"Q14520","5",3,20391.3,"RA0814_peptides.txt"
"Q14554","0",10,911988.1,"RA0814_peptides.txt"
"Q14554","3",10,807165,"RA0814_peptides.txt"
"Q14554","5",10,760222,"RA0814_peptides.txt"
